Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company,SMA_20,EMA_20,RSI_14,Bollinger_Upper_20,Bollinger_Lower_20,MACD,MACD_Signal,Volatility_10,OBV,Lag_Close_Change_1,Lag_Close_Change_3,Lag_Close_Change_5,Drawdown_%,Volume_Spike_10,Price_to_SMA_50,Volatility_Ratio
2020-03-09 04:00:00+00:00,23.706737611538,24.0290906527665,19.6911435410312,22.5186386108398,7682500,0.0,0.0,KDP,25.9982048034668,25.59372141064455,18.063538967947764,28.127513927509273,23.86889567942433,-0.5366617001958858,-0.1735279999418016,0.0261993467143214,-4109100.0,-8.18624341060229,-11.95533219298831,-13.481939062422732,-21.25169644410932,0.9995069142590248,0.8653815712379758,1.5667989714712924
2020-03-16 04:00:00+00:00,19.4056246368832,20.1608503848944,18.0149033237507,18.0517444610596,5986800,0.0,0.0,KDP,24.724911499023445,23.825887390482222,14.373032471124093,29.6028029826022,19.84702001544469,-1.4825474461753778,-0.7946381732099211,0.057720974567591,-10432300.0,-16.48915021343794,-20.032673650057152,-19.836430731784883,-36.87254913142927,0.6890233656583978,0.7076473983922686,1.8151895843719856
2020-03-17 04:00:00+00:00,18.438574567718,18.8161875840219,17.5267771559099,18.7148761749268,8502400,0.0,0.0,KDP,24.33118076324464,23.339124417572183,19.10359325035938,29.80963734075237,18.852724185736907,-1.698081429869564,-0.9753268245418498,0.0619723185065387,-1929900.0,3.673504880914314,-11.613747884586212,-19.524763970659887,-34.55355914257554,0.9482554793695548,0.7381682303887794,1.7738776303464785
2020-03-18 04:00:00+00:00,17.7846599876157,18.5583066741249,17.4807274862502,18.3372650146484,6961900,0.0,0.0,KDP,23.919490432739263,22.86275685538897,19.216555010023768,29.90340214587624,17.935578719602294,-1.877718558884432,-1.1558051714103663,0.0607776952333725,-8891800.0,-2.017705897430977,-15.16827709155404,-18.76784767505486,-35.87407583941447,0.7960159754308576,0.7280826284368669,1.7884308683131953
2020-03-13 04:00:00+00:00,87.0899963378906,92.0299987792969,85.1100006103516,92.0299987792969,2417000,0.0,0.0,KEYS,94.41750068664552,93.77745748934224,51.017130198274494,102.42992521917424,86.40507615411681,-2.00230947528604,-1.4582734356128673,0.0664635471897315,86359400.0,11.741134163772582,-2.952655275432947,-4.1454049248809355,-15.630732274982387,0.914885724451712,0.9438916076640452,1.889761176342828
2020-03-17 04:00:00+00:00,85.4000015258789,94.5,80.1999969482422,94.1900024414063,2947000,0.0,0.0,KEYS,93.52800064086917,92.95528845760748,50.0838945415371,102.4509972190554,84.6050040626829,-2.1212398745739023,-1.7656897014801778,0.0821266126872861,86541400.0,12.425404408912266,14.36377093660175,-0.6748912551837627,-13.650530931151415,1.0931900971147497,0.971645987193634,1.8354874535821937
2019-02-26 05:00:00+00:00,27.3915904095449,27.6075844836188,26.4316042010673,26.4956016540527,36361600,0.0,0.0,KHC,36.48945264816284,35.201464895976684,10.222552914312644,44.46910699639915,28.50979829992653,-1.8538679248837724,-0.5170900950270356,0.0868307253246754,-283373400.0,-3.2427914402077485,-31.257780391503275,-30.66777973604179,-35.58925017186155,1.3715898010414722,0.7267428612577279,1.905825313217001
2020-03-13 04:00:00+00:00,18.2439983605976,20.6060979854698,17.7801687407248,20.5889186859131,15014300,0.0,0.0,KHC,21.61248950958252,21.56704091920539,43.05477932329413,24.469309181575625,18.755669837589416,-1.240914713094341,-1.075618351660783,0.0882623054763666,-363876800.0,19.491542403439333,-0.480801764669958,-6.330368429049738,-49.94838358360549,1.1908408450089822,0.8574914317767155,2.051000540988389
2020-03-09 04:00:00+00:00,23.4235338347248,24.1118982542079,21.587893559225,22.8020935058594,8690100,0.0,0.0,KKR,29.587269687652594,28.42180864302633,15.677970280638988,35.05076804030122,24.12377133500397,-1.2508995448772495,-0.5038940341381745,0.044134350251178,45272700.0,-11.502784936514264,-18.96024437882393,-20.473500377913133,-29.70821551265312,1.7261784160657887,0.7785948851198354,1.3621044632653778
2020-03-10 04:00:00+00:00,24.3796007938832,24.5421315387842,23.1175982210259,24.3031158447266,5819300,0.0,0.0,KKR,29.196240329742437,28.029552186045404,22.31623384917012,35.00399062128857,23.388490038196306,-1.4125769191117603,-0.6856306111328917,0.052226524574716,51092000.0,6.582826872810998,-9.826168575767314,-12.223745188413782,-25.081029034041663,1.113835423461497,0.8318859760655545,1.7690453083227564
